age,gender,municipality,education_level,main_activity,income_decile,income_bracket,language_group
0,Males,Lahti,6 Bachelor's or equivalent level,0-14 years old,X,High,Finnish-speaking population
0,Females,Mänttä-Vilppula,9 Basic education,Labour force,II,Low,Finnish-speaking population
40,Females,Espoo,3 Upper secondary education,Labour force,VIII,High,Finnish-speaking population
90,Males,Uurainen,3-8 A post-comprehensive level qualification,Unemployed,VII,Medium,Finnish-speaking population
0,Females,Vantaa,3 Upper secondary education,Labour force,I,Low,Finnish-speaking population
0,Females,Alajärvi,9 Basic education,Labour force,IV,Medium,Finnish-speaking population
0,Females,Helsinki,7 Master's or equivalent level,Labour force,I,Low,Finnish-speaking population
24,Females,Helsinki,5 Short-cycle tertiary education,0-14 years old,VI,Medium,Finnish-speaking population
0,Males,Siilinjärvi,9 Basic education,Labour force,IV,Medium,Finnish-speaking population
42,Males,Nurmijärvi,9 Basic education,Labour force,VII,Medium,Finnish-speaking population
19,Females,Helsinki,6 Bachelor's or equivalent level,Other persons outside the labour force,II,Low,Finnish-speaking population
45,Females,Tampere,5 Short-cycle tertiary education,Employed,X,High,Finnish-speaking population
11,Males,Karkkila,3 Upper secondary education,Persons outside the labour force,VII,Medium,Finnish-speaking population
36,Females,Kuortane,3-8 A post-comprehensive level qualification,Employed,IX,High,Finnish-speaking population
34,Males,Kirkkonummi,3-8 A post-comprehensive level qualification,Employed,IX,High,Swedish-speaking population
0,Males,Leppävirta,3 Upper secondary education,Labour force,II,Low,Finnish-speaking population
47,Females,Lahti,6 Bachelor's or equivalent level,Persons outside the labour force,IV,Medium,Finnish-speaking population
0,Females,Joensuu,3 Upper secondary education,Persons outside the labour force,IV,Medium,Finnish-speaking population
84,Males,Kouvola,3-8 A post-comprehensive level qualification,Other persons outside the labour force,I,Low,Finnish-speaking population
0,Males,Uusikaupunki,3-8 A post-comprehensive level qualification,Labour force,II,Low,Finnish-speaking population
24,Females,Lappeenranta,3-8 A post-comprehensive level qualification,Pensioners,I,Low,Finnish-speaking population
0,Females,Vaasa,3-8 A post-comprehensive level qualification,0-14 years old,I,Low,Finnish-speaking population
0,Females,Mariehamn,5 Short-cycle tertiary education,Employed,X,High,Swedish-speaking population
0,Males,Seinäjoki,3-8 A post-comprehensive level qualification,Persons outside the labour force,IV,Medium,Finnish-speaking population
74,Males,Jyväskylä,3 Upper secondary education,Persons outside the labour force,II,Low,Finnish-speaking population
68,Males,Sodankylä,9 Basic education,Employed,V,Medium,Finnish-speaking population
76,Females,Jakobstad,3-8 A post-comprehensive level qualification,Persons outside the labour force,II,Low,Swedish-speaking population
0,Males,Espoo,3 Upper secondary education,Persons outside the labour force,III,Low,Finnish-speaking population
50,Males,Helsinki,3 Upper secondary education,Persons outside the labour force,VI,Medium,Finnish-speaking population
50,Males,Espoo,6 Bachelor's or equivalent level,Employed,VIII,High,Finnish-speaking population
0,Males,Vantaa,3 Upper secondary education,Labour force,III,Low,Finnish-speaking population
37,Males,Äänekoski,3 Upper secondary education,0-14 years old,VII,Medium,Finnish-speaking population
0,Females,Savonlinna,3-8 A post-comprehensive level qualification,Persons outside the labour force,VIII,High,Finnish-speaking population
19,Females,Helsinki,6 Bachelor's or equivalent level,Employed,I,Low,Finnish-speaking population
0,Females,Tuusula,3 Upper secondary education,0-14 years old,VI,Medium,Finnish-speaking population
55,Females,Saarijärvi,3 Upper secondary education,Persons outside the labour force,IV,Medium,Finnish-speaking population
0,Females,Kaarina,3-8 A post-comprehensive level qualification,Labour force,VII,Medium,Finnish-speaking population
0,Females,Lappeenranta,3-8 A post-comprehensive level qualification,Employed,IX,High,Finnish-speaking population
62,Males,Pihtipudas,9 Basic education,Pensioners,VIII,High,Finnish-speaking population
15,Females,Espoo,3 Upper secondary education,Persons outside the labour force,X,High,Swedish-speaking population
0,Males,Lappeenranta,6 Bachelor's or equivalent level,Persons outside the labour force,III,Low,Finnish-speaking population
0,Males,Rovaniemi,9 Basic education,Labour force,X,High,Finnish-speaking population
73,Females,Helsinki,3-8 A post-comprehensive level qualification,0-14 years old,V,Medium,Finnish-speaking population
5,Females,Kuopio,3-8 A post-comprehensive level qualification,Labour force,IV,Medium,Finnish-speaking population
0,Females,Lohja,3-8 A post-comprehensive level qualification,Persons outside the labour force,VII,Medium,Finnish-speaking population
15,Females,Rovaniemi,6 Bachelor's or equivalent level,Labour force,IX,High,Finnish-speaking population
0,Females,Vantaa,9 Basic education,Other persons outside the labour force,I,Low,Finnish-speaking population
23,Females,Tampere,3-8 A post-comprehensive level qualification,Persons outside the labour force,IV,Medium,Finnish-speaking population
9,Females,Oulu,3-8 A post-comprehensive level qualification,Persons outside the labour force,IX,High,Finnish-speaking population
0,Females,Nokia,3 Upper secondary education,Persons outside the labour force,III,Low,Finnish-speaking population
0,Males,Orimattila,9 Basic education,Persons outside the labour force,VIII,High,Finnish-speaking population
9,Males,Loviisa,3 Upper secondary education,Persons outside the labour force,I,Low,Swedish-speaking population
0,Males,Espoo,6 Bachelor's or equivalent level,Labour force,V,Medium,Finnish-speaking population
59,Males,Pälkäne,3-8 A post-comprehensive level qualification,Employed,V,Medium,Finnish-speaking population
17,Males,Rauma,3-8 A post-comprehensive level qualification,Unemployed,V,Medium,Finnish-speaking population
10,Males,Laukaa,3-8 A post-comprehensive level qualification,Employed,II,Low,Finnish-speaking population
0,Females,Turku,3-8 A post-comprehensive level qualification,Employed,III,Low,Finnish-speaking population
0,Females,Pori,3-8 A post-comprehensive level qualification,Labour force,II,Low,Finnish-speaking population
0,Females,Keitele,3 Upper secondary education,Labour force,V,Medium,Finnish-speaking population
10,Females,Espoo,7 Master's or equivalent level,Persons outside the labour force,VII,Medium,Finnish-speaking population
6,Females,Espoo,3 Upper secondary education,Persons outside the labour force,VI,Medium,Finnish-speaking population
0,Males,Kannus,3 Upper secondary education,Pensioners,VI,Medium,Finnish-speaking population
0,Males,Kurikka,4 Post-secondary non-tertiary education,Persons outside the labour force,VII,Medium,Finnish-speaking population
0,Males,Helsinki,9 Basic education,Employed,X,High,Finnish-speaking population
0,Males,Helsinki,7 Master's or equivalent level,Pensioners,I,Low,Finnish-speaking population
56,Males,Hämeenkyrö,3-8 A post-comprehensive level qualification,Labour force,VII,Medium,Finnish-speaking population
59,Females,Siikalatva,5 Short-cycle tertiary education,Unemployed,VI,Medium,Finnish-speaking population
0,Females,Seinäjoki,3 Upper secondary education,Labour force,III,Low,Finnish-speaking population
27,Males,Kirkkonummi,3 Upper secondary education,Pensioners,IV,Medium,Finnish-speaking population
80,Females,Helsinki,3-8 A post-comprehensive level qualification,Employed,III,Low,Finnish-speaking population
0,Females,Helsinki,3 Upper secondary education,Persons outside the labour force,V,Medium,Finnish-speaking population
37,Males,Hattula,3 Upper secondary education,Labour force,VIII,High,Finnish-speaking population
25,Males,Kitee,3-8 A post-comprehensive level qualification,"Students, pupils",X,High,Finnish-speaking population
65,Males,Espoo,3-8 A post-comprehensive level qualification,Persons outside the labour force,IX,High,Finnish-speaking population
87,Females,Kajaani,3-8 A post-comprehensive level qualification,Labour force,IV,Medium,Finnish-speaking population
0,Females,Vantaa,3-8 A post-comprehensive level qualification,Persons outside the labour force,IX,High,Finnish-speaking population
12,Males,Lappeenranta,3-8 A post-comprehensive level qualification,0-14 years old,VI,Medium,Finnish-speaking population
84,Males,Tampere,3-8 A post-comprehensive level qualification,"Students, pupils",III,Low,Finnish-speaking population
45,Males,Helsinki,7 Master's or equivalent level,Labour force,VII,Medium,Finnish-speaking population
0,Males,Janakkala,3 Upper secondary education,Employed,I,Low,Finnish-speaking population
0,Females,Vantaa,7 Master's or equivalent level,0-14 years old,V,Medium,Finnish-speaking population
1,Females,Kirkkonummi,3-8 A post-comprehensive level qualification,Employed,X,High,Finnish-speaking population
0,Males,Paimio,3-8 A post-comprehensive level qualification,Employed,I,Low,Finnish-speaking population
32,Females,Veteli,9 Basic education,Employed,VI,Medium,Finnish-speaking population
54,Females,Mariehamn,3-8 A post-comprehensive level qualification,Employed,VIII,High,Swedish-speaking population
9,Males,Jyväskylä,3-8 A post-comprehensive level qualification,Employed,IV,Medium,Finnish-speaking population
0,Males,Liperi,3-8 A post-comprehensive level qualification,0-14 years old,I,Low,Finnish-speaking population
0,Females,Espoo,3 Upper secondary education,Employed,VIII,High,Finnish-speaking population
0,Females,Helsinki,9 Basic education,Persons outside the labour force,X,High,Finnish-speaking population
80,Males,Asikkala,5 Short-cycle tertiary education,Employed,III,Low,Finnish-speaking population
0,Males,Turku,3-8 A post-comprehensive level qualification,0-14 years old,VI,Medium,Finnish-speaking population
0,Males,Pori,7 Master's or equivalent level,Persons outside the labour force,VI,Medium,Finnish-speaking population
23,Males,Jyväskylä,5 Short-cycle tertiary education,Labour force,VI,Medium,Finnish-speaking population
6,Males,Humppila,3-8 A post-comprehensive level qualification,Labour force,V,Medium,Finnish-speaking population
0,Males,Porvoo,3-8 A post-comprehensive level qualification,Employed,VI,Medium,Finnish-speaking population
49,Males,Vaasa,3 Upper secondary education,Unemployed,VII,Medium,Swedish-speaking population
0,Females,Jyväskylä,3-8 A post-comprehensive level qualification,Persons outside the labour force,V,Medium,Finnish-speaking population
0,Females,Järvenpää,3-8 A post-comprehensive level qualification,Persons outside the labour force,X,High,Finnish-speaking population
0,Females,Tornio,3-8 A post-comprehensive level qualification,"Students, pupils",III,Low,Finnish-speaking population
23,Females,Turku,9 Basic education,0-14 years old,VIII,High,Finnish-speaking population
0,Females,Vaasa,7 Master's or equivalent level,Employed,VII,Medium,Finnish-speaking population
9,Males,Jyväskylä,3 Upper secondary education,Persons outside the labour force,VIII,High,Finnish-speaking population
0,Males,Helsinki,3-8 A post-comprehensive level qualification,Employed,VIII,High,Finnish-speaking population
40,Males,Kuopio,3-8 A post-comprehensive level qualification,Labour force,X,High,Finnish-speaking population
0,Males,Jyväskylä,3-8 A post-comprehensive level qualification,Employed,VIII,High,Finnish-speaking population
0,Males,Turku,3-8 A post-comprehensive level qualification,Persons outside the labour force,VIII,High,Finnish-speaking population
66,Females,Espoo,9 Basic education,Persons outside the labour force,VII,Medium,Finnish-speaking population
13,Males,Oulu,3-8 A post-comprehensive level qualification,Employed,I,Low,Finnish-speaking population
0,Females,Utsjoki,3-8 A post-comprehensive level qualification,Labour force,IX,High,Finnish-speaking population
14,Males,Vieremä,3-8 A post-comprehensive level qualification,Employed,V,Medium,Finnish-speaking population
40,Males,Pargas,3 Upper secondary education,Employed,IV,Medium,Swedish-speaking population
0,Females,Vantaa,3-8 A post-comprehensive level qualification,0-14 years old,IX,High,Finnish-speaking population
0,Males,Haapajärvi,9 Basic education,Employed,VIII,High,Finnish-speaking population
57,Males,Kauhava,5 Short-cycle tertiary education,Labour force,IV,Medium,Finnish-speaking population
33,Females,Askola,3 Upper secondary education,Labour force,VII,Medium,Finnish-speaking population
18,Males,Vihti,9 Basic education,Labour force,VI,Medium,Finnish-speaking population
14,Females,Ulvila,5 Short-cycle tertiary education,Labour force,VIII,High,Finnish-speaking population
0,Females,Espoo,3-8 A post-comprehensive level qualification,Persons outside the labour force,I,Low,Finnish-speaking population
40,Males,Espoo,8 Doctoral or equivalent level,Labour force,IV,Medium,Finnish-speaking population
8,Males,Kemijärvi,9 Basic education,Pensioners,V,Medium,Finnish-speaking population
0,Males,Imatra,3 Upper secondary education,Labour force,VII,Medium,Finnish-speaking population
0,Females,Tampere,6 Bachelor's or equivalent level,Persons outside the labour force,I,Low,Finnish-speaking population
